timestamp,order_id,final_score,status,action_taken,distance_km,weather,restaurant_load,image_filename,analysis_text,recommendation,lateness_min
2026-02-19T14:45:38.514481,5370,5.0,"Timeliness: Excellent, Packaging: Excellent",No Action,3.62,Rain,Low,ok\images (16).jpg,Score: 5.0/5.0. Context: adverse weather (Rain).,Standard Protocol,-15.0
2026-02-19T14:45:43.799358,5371,5.0,"Timeliness: Excellent, Packaging: Excellent",No Action,15.26,Clear,Medium,ok\1000_F_118815546_5sxdEsU47nKxFkpgf6g7BaICbnAKjV3f.jpg,Score: 5.0/5.0. ,Standard Protocol,-7.0
2026-02-19T14:45:48.998144,5372,3.6,"Timeliness: Average, Packaging: Excellent",Flagged for Review,5.69,Clear,High,ok\images (20).jpg,Score: 3.6/5.0. Context: high restaurant load.,Standard Protocol,11.0
2026-02-19T14:45:54.324413,5373,1.7,"Timeliness: Poor, Packaging: Damaged",CRITICAL: Refund Issued,4.08,Clear,Low,damaged\o.jpg,"Score: 1.7/5.0. Impacted by packaging damage, significant delay. ",Check Handling,26.0
2026-02-19T14:45:59.571125,5374,2.2,"Timeliness: Very Poor, Packaging: Excellent",CRITICAL: Refund Issued,7.03,Rain,Low,ok\Free-Craft-Paper-Delivery-Bag-Mockup1.jpg,Score: 2.2/5.0. Impacted by significant delay. Context: adverse weather (Rain).,Review Route / Adjust ETA,35.0
2026-02-19T14:46:05.005903,5375,5.0,"Timeliness: Excellent, Packaging: Excellent",No Action,5.77,Clear,High,ok\0d2e0c224795573.Y3JvcCwxOTk0LDE1NjAsMTcyLDA.jpg,Score: 5.0/5.0. Context: high restaurant load.,Standard Protocol,-2.0
2026-02-19T14:46:10.182083,5376,4.3,"Timeliness: Good, Packaging: Excellent",No Action,16.51,Clear,High,ok\images (16).jpg,Score: 4.3/5.0. Context: high restaurant load.,Standard Protocol,5.0
2026-02-19T14:46:15.392665,5377,3.6,"Timeliness: Average, Packaging: Excellent",Flagged for Review,3.23,Clear,Low,"ok\71IElB4SK6L._UF1000,1000_QL80_.jpg",Score: 3.6/5.0. ,Standard Protocol,15.0
2026-02-19T14:46:20.587010,5378,1.0,"Timeliness: Very Poor, Packaging: Damaged",CRITICAL: Refund Issued,15.07,Clear,High,damaged\images (8).jpg,"Score: 1.0/5.0. Impacted by packaging damage, significant delay. Context: high restaurant load.",Check Handling,34.0
2026-02-19T14:46:26.394452,5379,5.0,"Timeliness: Excellent, Packaging: Excellent",No Action,15.27,Clear,Low,ok\pizza-in-delivery-box-cut-out-on-white-background-ACDCRM.jpg,Score: 5.0/5.0. ,Standard Protocol,-4.0
2026-02-19T14:46:31.935276,5380,4.3,"Timeliness: Good, Packaging: Excellent",No Action,7.37,Clear,Medium,ok\gettyimages-172656126-612x612.jpg,Score: 4.3/5.0. ,Standard Protocol,3.0
2026-02-19T14:46:38.017655,5381,2.9,"Timeliness: Poor, Packaging: Excellent",Flagged for Review,10.14,Clear,High,ok\images (2).jpg,Score: 2.9/5.0. Impacted by significant delay. Context: high restaurant load.,Review Route / Adjust ETA,19.0
2026-02-19T14:46:43.920604,5382,4.3,"Timeliness: Good, Packaging: Excellent",No Action,10.85,Clear,Low,ok\pngtree-brown-paper-bag-for-food-delivery-or-takeaway-png-image_15993170.png,Score: 4.3/5.0. ,Standard Protocol,2.0
2026-02-19T14:46:49.511679,5383,1.0,"Timeliness: Very Poor, Packaging: Damaged",CRITICAL: Refund Issued,4.33,Clear,High,damaged\e8os8473nzkc1.jpeg,"Score: 1.0/5.0. Impacted by packaging damage, significant delay. Context: high restaurant load.",Check Handling,35.0
2026-02-19T14:46:57.097584,5384,2.9,"Timeliness: Poor, Packaging: Excellent",Flagged for Review,8.45,Clear,Low,ok\images (18).jpg,Score: 2.9/5.0. Impacted by significant delay. ,Review Route / Adjust ETA,26.0
2026-02-19T14:47:05.132626,5385,4.3,"Timeliness: Good, Packaging: Excellent",No Action,12.75,Clear,Medium,ok\0d2e0c224795573.Y3JvcCwxOTk0LDE1NjAsMTcyLDA.jpg,Score: 4.3/5.0. ,Standard Protocol,2.0
2026-02-19T14:47:10.666640,5386,1.7,"Timeliness: Poor, Packaging: Damaged",CRITICAL: Refund Issued,5.42,Clear,High,damaged\images (11).jpg,"Score: 1.7/5.0. Impacted by packaging damage, significant delay. Context: high restaurant load.",Check Handling,22.0
2026-02-19T14:47:15.999558,5387,1.0,"Timeliness: Very Poor, Packaging: Damaged",CRITICAL: Refund Issued,10.97,Clear,Medium,damaged\29f7e6bec7e57ee6eb11705d6c446531.jpg,"Score: 1.0/5.0. Impacted by packaging damage, significant delay. ",Check Handling,32.0
2026-02-19T14:47:21.142591,5388,3.6,"Timeliness: Average, Packaging: Excellent",Flagged for Review,6.61,Rain,Medium,ok\s-l1200.jpg,Score: 3.6/5.0. Context: adverse weather (Rain).,Standard Protocol,14.0
2026-02-19T14:47:26.252502,5389,3.6,"Timeliness: Average, Packaging: Excellent",Flagged for Review,6.64,Clear,Medium,ok\images (4).jpg,Score: 3.6/5.0. ,Standard Protocol,6.0
2026-02-19T14:47:31.445046,5390,4.3,"Timeliness: Good, Packaging: Excellent",No Action,9.09,Clear,High,ok\1000_F_118815546_5sxdEsU47nKxFkpgf6g7BaICbnAKjV3f.jpg,Score: 4.3/5.0. Context: high restaurant load.,Standard Protocol,4.0
2026-02-19T14:47:36.641735,5391,1.7,"Timeliness: Poor, Packaging: Damaged",CRITICAL: Refund Issued,13.17,Clear,Medium,damaged\Gu7uWBbb0AAacCh.jpg,"Score: 1.7/5.0. Impacted by packaging damage, significant delay. ",Check Handling,23.0
2026-02-19T14:47:41.789099,5392,1.7,"Timeliness: Poor, Packaging: Damaged",CRITICAL: Refund Issued,1.51,Clear,Medium,damaged\uit5z5sz99rb1.jpg,"Score: 1.7/5.0. Impacted by packaging damage, significant delay. ",Check Handling,24.0
2026-02-19T14:47:46.896801,5393,3.8,"Timeliness: Excellent, Packaging: Damaged",Flagged for Review,15.91,Clear,High,ok\images (13).jpg,Score: 3.8/5.0. Impacted by packaging damage. Context: high restaurant load.,Check Handling,-4.0
2026-02-19T14:47:51.998535,5394,2.4,"Timeliness: Average, Packaging: Damaged",CRITICAL: Refund Issued,12.41,Clear,Low,ok\images (11).jpg,Score: 2.4/5.0. Impacted by packaging damage. ,Check Handling,7.0
2026-02-19T14:47:57.093675,5395,1.7,"Timeliness: Poor, Packaging: Damaged",CRITICAL: Refund Issued,13.76,Rain,Low,damaged\images (2).jpg,"Score: 1.7/5.0. Impacted by packaging damage, significant delay. Context: adverse weather (Rain).",Check Handling,25.0
2026-02-19T14:48:02.194324,5396,5.0,"Timeliness: Excellent, Packaging: Excellent",No Action,11.61,Clear,Low,ok\360_F_41304196_r9YMTXoODnojG65kUM8IE8pFXr8kbP1J.jpg,Score: 5.0/5.0. ,Standard Protocol,-4.0
2026-02-19T14:48:07.305570,5397,4.3,"Timeliness: Good, Packaging: Excellent",No Action,1.03,Clear,Medium,ok\images (18).jpg,Score: 4.3/5.0. ,Standard Protocol,3.0
2026-02-19T14:48:12.456614,5398,2.9,"Timeliness: Poor, Packaging: Excellent",Flagged for Review,14.09,Fog,Medium,ok\cfcup.jpg,Score: 2.9/5.0. Impacted by significant delay. Context: adverse weather (Fog).,Review Route / Adjust ETA,16.0
2026-02-19T14:48:17.630994,5399,5.0,"Timeliness: Excellent, Packaging: Excellent",No Action,4.18,Clear,Low,ok\images (20).jpg,Score: 5.0/5.0. ,Standard Protocol,-13.0
2026-02-19T14:48:22.732325,5400,5.0,"Timeliness: Excellent, Packaging: Excellent",No Action,16.94,Rain,Low,ok\images (1).jpg,Score: 5.0/5.0. Context: adverse weather (Rain).,Standard Protocol,0.0
2026-02-19T14:48:27.830994,5401,5.0,"Timeliness: Excellent, Packaging: Excellent",No Action,7.2,Clear,Low,ok\images (18).jpg,Score: 5.0/5.0. ,Standard Protocol,-5.0
2026-02-19T14:48:32.928857,5402,1.7,"Timeliness: Poor, Packaging: Damaged",CRITICAL: Refund Issued,13.59,Clear,Medium,damaged\images (6).jpg,"Score: 1.7/5.0. Impacted by packaging damage, significant delay. ",Check Handling,29.0
2026-02-19T14:48:38.226839,5403,1.7,"Timeliness: Poor, Packaging: Damaged",CRITICAL: Refund Issued,8.12,Clear,Low,damaged\ky40dv7cw0e71.jpg,"Score: 1.7/5.0. Impacted by packaging damage, significant delay. ",Check Handling,22.0
2026-02-19T14:48:43.535372,5404,1.7,"Timeliness: Poor, Packaging: Damaged",CRITICAL: Refund Issued,13.34,Rain,High,damaged\e8os8473nzkc1.jpeg,"Score: 1.7/5.0. Impacted by packaging damage, significant delay. Context: adverse weather (Rain), high restaurant load.",Check Handling,28.0
2026-02-19T14:48:48.639162,5405,5.0,"Timeliness: Excellent, Packaging: Excellent",No Action,12.28,Clear,Low,ok\213d6a60eaa7ba3cd4e704c64f7d85a8.jpg,Score: 5.0/5.0. ,Standard Protocol,-10.0
2026-02-19T14:48:53.744833,5406,3.6,"Timeliness: Average, Packaging: Excellent",Flagged for Review,1.58,Rain,Medium,ok\images (16).jpg,Score: 3.6/5.0. Context: adverse weather (Rain).,Standard Protocol,9.0
2026-02-19T14:48:58.860001,5407,4.3,"Timeliness: Good, Packaging: Excellent",No Action,14.89,Rain,Medium,ok\paper-food-delivery-bags.jpg,Score: 4.3/5.0. Context: adverse weather (Rain).,Standard Protocol,3.0
2026-02-19T14:49:03.973520,5408,5.0,"Timeliness: Excellent, Packaging: Excellent",No Action,8.64,Clear,Low,ok\images (18).jpg,Score: 5.0/5.0. ,Standard Protocol,-9.0
2026-02-19T14:49:09.152027,5409,3.6,"Timeliness: Average, Packaging: Excellent",Flagged for Review,14.32,Fog,Low,ok\istockphoto-1046630756-612x612.jpg,Score: 3.6/5.0. Context: adverse weather (Fog).,Standard Protocol,8.0
2026-02-19T14:49:14.291665,5410,1.7,"Timeliness: Poor, Packaging: Damaged",CRITICAL: Refund Issued,14.87,Rain,Low,damaged\images.jpg,"Score: 1.7/5.0. Impacted by packaging damage, significant delay. Context: adverse weather (Rain).",Check Handling,22.0
2026-02-19T14:49:19.432959,5411,2.2,"Timeliness: Very Poor, Packaging: Excellent",CRITICAL: Refund Issued,13.54,Rain,Medium,ok\images (16).jpg,Score: 2.2/5.0. Impacted by significant delay. Context: adverse weather (Rain).,Review Route / Adjust ETA,31.0
2026-02-19T14:49:24.609691,5412,5.0,"Timeliness: Excellent, Packaging: Excellent",No Action,6.87,Clear,Low,ok\food-delivery-bags.jpg,Score: 5.0/5.0. ,Standard Protocol,-11.0
2026-02-19T14:49:29.764021,5413,1.7,"Timeliness: Poor, Packaging: Damaged",CRITICAL: Refund Issued,16.64,Rain,Low,damaged\D-kE2A8U4AAL5LW.jpg,"Score: 1.7/5.0. Impacted by packaging damage, significant delay. Context: adverse weather (Rain).",Check Handling,30.0
2026-02-19T14:54:25.722654,5416,5.0,"Timeliness: Excellent, Packaging: Excellent",No Action,14.82,Clear,Low,ok\images.jpg,Score: 5.0/5.0. ,Standard Protocol,-4.0
2026-02-19T14:54:30.965847,5417,3.6,"Timeliness: Average, Packaging: Excellent",Flagged for Review,6.36,Rain,High,ok\gettyimages-184345387-612x612.jpg,"Score: 3.6/5.0. Context: adverse weather (Rain), high restaurant load.",Standard Protocol,10.0
2026-02-19T14:54:36.124097,5418,5.0,"Timeliness: Excellent, Packaging: Excellent",No Action,17.22,Fog,Low,ok\images (21).jpg,Score: 5.0/5.0. Context: adverse weather (Fog).,Standard Protocol,-15.0
2026-02-19T14:54:41.228666,5419,5.0,"Timeliness: Excellent, Packaging: Excellent",No Action,15.71,Rain,Low,ok\0d2e0c224795573.Y3JvcCwxOTk0LDE1NjAsMTcyLDA.jpg,Score: 5.0/5.0. Context: adverse weather (Rain).,Standard Protocol,-8.0
2026-02-19T14:54:46.365957,5420,5.0,"Timeliness: Excellent, Packaging: Excellent",No Action,2.07,Clear,Low,ok\360_F_41304196_r9YMTXoODnojG65kUM8IE8pFXr8kbP1J.jpg,Score: 5.0/5.0. ,Standard Protocol,-10.0
2026-02-19T14:54:51.483877,5421,1.7,"Timeliness: Poor, Packaging: Damaged",CRITICAL: Refund Issued,5.29,Rain,Low,damaged\18062306-7426837-image-a-45_1567605734785.jpg,"Score: 1.7/5.0. Impacted by packaging damage, significant delay. Context: adverse weather (Rain).",Check Handling,24.0
2026-02-19T14:54:56.600844,5422,5.0,"Timeliness: Excellent, Packaging: Excellent",No Action,7.85,Fog,High,ok\gettyimages-172656126-612x612.jpg,"Score: 5.0/5.0. Context: adverse weather (Fog), high restaurant load.",Standard Protocol,-10.0
2026-02-19T14:55:01.715633,5423,3.6,"Timeliness: Average, Packaging: Excellent",Flagged for Review,14.96,Rain,Medium,ok\paper-food-delivery-bags.jpg,Score: 3.6/5.0. Context: adverse weather (Rain).,Standard Protocol,11.0
2026-02-19T14:55:06.845483,5424,2.9,"Timeliness: Poor, Packaging: Excellent",Flagged for Review,3.11,Clear,High,ok\istockphoto-475455598-612x612.jpg,Score: 2.9/5.0. Impacted by significant delay. Context: high restaurant load.,Review Route / Adjust ETA,19.0
2026-02-19T15:08:46.063977,5427,4.3,"Timeliness: Good, Packaging: Excellent",No Action,8.52,Clear,Low,ok\istockphoto-1201187100-612x612.jpg,Score: 4.3/5.0. ,Standard Protocol,3.0
2026-02-19T15:08:51.166556,5428,3.6,"Timeliness: Average, Packaging: Excellent",Flagged for Review,10.48,Clear,Medium,ok\images (21).jpg,Score: 3.6/5.0. ,Standard Protocol,14.0
2026-02-19T15:08:56.249983,5429,2.9,"Timeliness: Poor, Packaging: Excellent",Flagged for Review,12.82,Clear,Low,ok\images (1).jpg,Score: 2.9/5.0. Impacted by significant delay. ,Review Route / Adjust ETA,20.0
2026-02-19T15:09:01.318966,5430,3.6,"Timeliness: Average, Packaging: Excellent",Flagged for Review,1.83,Rain,Medium,ok\images (10).jpg,Score: 3.6/5.0. Context: adverse weather (Rain).,Standard Protocol,11.0
2026-02-19T15:09:06.417704,5431,2.2,"Timeliness: Very Poor, Packaging: Excellent",CRITICAL: Refund Issued,8.59,Clear,Low,ok\insulated-delivery-bags-header-image-Recovered.jpg,Score: 2.2/5.0. Impacted by significant delay. ,Review Route / Adjust ETA,31.0
2026-02-19T15:09:11.499004,5432,5.0,"Timeliness: Excellent, Packaging: Excellent",No Action,12.78,Rain,Low,ok\cakehai.jpg,Score: 5.0/5.0. Context: adverse weather (Rain).,Standard Protocol,-15.0
2026-02-19T15:09:16.676295,5433,1.7,"Timeliness: Poor, Packaging: Damaged",CRITICAL: Refund Issued,10.6,Clear,Low,damaged\images (9).jpg,"Score: 1.7/5.0. Impacted by packaging damage, significant delay. ",Check Handling,25.0
2026-02-19T15:09:21.770278,5434,5.0,"Timeliness: Excellent, Packaging: Excellent",No Action,15.4,Rain,Medium,ok\istockphoto-184291310-612x612.jpg,Score: 5.0/5.0. Context: adverse weather (Rain).,Standard Protocol,-5.0
2026-02-19T15:09:26.891054,5435,5.0,"Timeliness: Excellent, Packaging: Excellent",No Action,17.97,Clear,Low,ok\istockphoto-475455598-612x612.jpg,Score: 5.0/5.0. ,Standard Protocol,-1.0
2026-02-19T15:09:32.007211,5436,5.0,"Timeliness: Excellent, Packaging: Excellent",No Action,10.47,Clear,Low,ok\istockphoto-1299699008-612x612.jpg,Score: 5.0/5.0. ,Standard Protocol,-8.0
2026-02-19T15:56:15.353744,5439,3.6,"Timeliness: Average, Packaging: Excellent",Flagged for Review,6.26,Clear,Medium,ok\cakehai.jpg,Score: 3.6/5.0. ,Standard Protocol,9.0
2026-02-19T15:56:20.581736,5440,3.6,"Timeliness: Average, Packaging: Excellent",Flagged for Review,14.83,Rain,High,ok\pngtree-brown-paper-bag-for-food-delivery-or-takeaway-png-image_15993170.png,"Score: 3.6/5.0. Context: adverse weather (Rain), high restaurant load.",Standard Protocol,9.0
2026-02-19T15:56:25.691729,5441,5.0,"Timeliness: Excellent, Packaging: Excellent",No Action,14.09,Rain,Low,ok\images (4).jpg,Score: 5.0/5.0. Context: adverse weather (Rain).,Standard Protocol,-8.0
2026-02-19T15:56:30.816170,5442,4.3,"Timeliness: Good, Packaging: Excellent",No Action,6.65,Clear,Low,ok\istockphoto-1046630756-612x612.jpg,Score: 4.3/5.0. ,Standard Protocol,1.0
2026-02-19T15:56:35.931040,5443,2.9,"Timeliness: Poor, Packaging: Excellent",Flagged for Review,13.64,Rain,Medium,ok\coffee-delivery-theme-4-paper-cups-with-hot-lids-in-carton-tray-2WFD57B.jpg,Score: 2.9/5.0. Impacted by significant delay. Context: adverse weather (Rain).,Review Route / Adjust ETA,17.0
2026-02-19T15:56:41.134577,5444,3.6,"Timeliness: Average, Packaging: Excellent",Flagged for Review,12.58,Clear,High,ok\Food-Packaging-Mockup.jpg,Score: 3.6/5.0. Context: high restaurant load.,Standard Protocol,13.0
2026-02-19T15:56:46.299418,5445,3.6,"Timeliness: Average, Packaging: Excellent",Flagged for Review,15.15,Clear,Low,ok\images (21).jpg,Score: 3.6/5.0. ,Standard Protocol,6.0
2026-02-19T15:56:51.587353,5446,1.7,"Timeliness: Poor, Packaging: Damaged",CRITICAL: Refund Issued,6.35,Clear,Medium,damaged\qpgw8rvnd3h91.jpg,"Score: 1.7/5.0. Impacted by packaging damage, significant delay. ",Check Handling,26.0
2026-02-19T15:56:56.673771,5447,3.6,"Timeliness: Average, Packaging: Excellent",Flagged for Review,8.25,Clear,High,ok\images (16).jpg,Score: 3.6/5.0. Context: high restaurant load.,Standard Protocol,12.0
2026-02-19T15:57:01.772592,5448,3.6,"Timeliness: Average, Packaging: Excellent",Flagged for Review,4.84,Rain,Medium,ok\insulated-delivery-bags-header-image-Recovered.jpg,Score: 3.6/5.0. Context: adverse weather (Rain).,Standard Protocol,7.0
2026-02-19T15:57:06.931457,5449,4.3,"Timeliness: Good, Packaging: Excellent",No Action,5.12,Rain,Medium,ok\images (2).jpg,Score: 4.3/5.0. Context: adverse weather (Rain).,Standard Protocol,2.0
2026-02-19T15:57:12.101402,5450,1.7,"Timeliness: Poor, Packaging: Damaged",CRITICAL: Refund Issued,16.57,Clear,Medium,damaged\348s (2).jpg,"Score: 1.7/5.0. Impacted by packaging damage, significant delay. ",Check Handling,21.0
2026-02-19T15:57:17.224591,5451,1.7,"Timeliness: Poor, Packaging: Damaged",CRITICAL: Refund Issued,7.48,Clear,Low,damaged\EH90NOiUcAA4zOX.jpg,"Score: 1.7/5.0. Impacted by packaging damage, significant delay. ",Check Handling,21.0
2026-02-19T15:57:22.484822,5452,1.0,"Timeliness: Very Poor, Packaging: Damaged",CRITICAL: Refund Issued,4.0,Clear,Medium,damaged\am-i-wrong-to-complain-v0-aupgol841lgb1.jpg,"Score: 1.0/5.0. Impacted by packaging damage, significant delay. ",Check Handling,33.0
2026-02-19T15:57:27.956031,5453,3.6,"Timeliness: Average, Packaging: Excellent",Flagged for Review,17.78,Rain,Medium,ok\360_F_86397793_ARSYcejYoaBPjU6QAY73zWgkgbnkNAvN.jpg,Score: 3.6/5.0. Context: adverse weather (Rain).,Standard Protocol,13.0
2026-02-19T15:57:33.077086,5454,2.9,"Timeliness: Poor, Packaging: Excellent",Flagged for Review,10.36,Clear,High,ok\images (4).jpg,Score: 2.9/5.0. Impacted by significant delay. Context: high restaurant load.,Review Route / Adjust ETA,19.0
2026-02-19T15:57:38.564816,5455,3.6,"Timeliness: Average, Packaging: Excellent",Flagged for Review,9.75,Clear,Medium,ok\images (4).jpg,Score: 3.6/5.0. ,Standard Protocol,14.0
2026-02-19T15:57:43.880552,5456,1.7,"Timeliness: Poor, Packaging: Damaged",CRITICAL: Refund Issued,8.25,Rain,Medium,damaged\o.jpg,"Score: 1.7/5.0. Impacted by packaging damage, significant delay. Context: adverse weather (Rain).",Check Handling,27.0
2026-02-19T15:57:48.995070,5457,5.0,"Timeliness: Excellent, Packaging: Excellent",No Action,7.5,Clear,High,ok\images (20).jpg,Score: 5.0/5.0. Context: high restaurant load.,Standard Protocol,-7.0
2026-02-19T15:57:54.129089,5458,3.6,"Timeliness: Average, Packaging: Excellent",Flagged for Review,1.98,Rain,Low,ok\images (3).jpg,Score: 3.6/5.0. Context: adverse weather (Rain).,Standard Protocol,11.0
2026-02-19T15:57:59.252592,5459,2.9,"Timeliness: Poor, Packaging: Excellent",Flagged for Review,1.06,Clear,Medium,ok\intro-1675107221.jpg,Score: 2.9/5.0. Impacted by significant delay. ,Review Route / Adjust ETA,29.0
2026-02-19T15:58:04.342748,5460,2.9,"Timeliness: Poor, Packaging: Excellent",Flagged for Review,7.09,Clear,Medium,ok\images (20).jpg,Score: 2.9/5.0. Impacted by significant delay. ,Review Route / Adjust ETA,20.0
2026-02-19T15:58:09.500913,5461,5.0,"Timeliness: Excellent, Packaging: Excellent",No Action,1.23,Clear,Medium,ok\coffee-delivery-theme-4-paper-cups-with-hot-lids-in-carton-tray-2WFD57B.jpg,Score: 5.0/5.0. ,Standard Protocol,-13.0
2026-02-19T15:58:14.664916,5462,3.6,"Timeliness: Average, Packaging: Excellent",Flagged for Review,8.15,Clear,Medium,ok\images (15).jpg,Score: 3.6/5.0. ,Standard Protocol,13.0
2026-02-19T15:58:19.816223,5463,5.0,"Timeliness: Excellent, Packaging: Excellent",No Action,6.63,Clear,Medium,ok\images (20).jpg,Score: 5.0/5.0. ,Standard Protocol,-3.0
2026-02-19T15:58:25.145646,5464,5.0,"Timeliness: Excellent, Packaging: Excellent",No Action,14.34,Clear,Medium,ok\intro-1675107221.jpg,Score: 5.0/5.0. ,Standard Protocol,-15.0
2026-02-19T15:58:30.715683,5465,1.7,"Timeliness: Poor, Packaging: Damaged",CRITICAL: Refund Issued,7.82,Rain,Low,damaged\EOttgmiUYAEGrgy.jpg,"Score: 1.7/5.0. Impacted by packaging damage, significant delay. Context: adverse weather (Rain).",Check Handling,24.0
2026-02-19T15:58:35.908718,5466,2.9,"Timeliness: Poor, Packaging: Excellent",Flagged for Review,10.68,Clear,Medium,ok\images (6).jpg,Score: 2.9/5.0. Impacted by significant delay. ,Review Route / Adjust ETA,23.0
2026-02-19T15:58:41.157509,5467,1.7,"Timeliness: Poor, Packaging: Damaged",CRITICAL: Refund Issued,2.11,Rain,Medium,damaged\EOttgmiUYAEGrgy.jpg,"Score: 1.7/5.0. Impacted by packaging damage, significant delay. Context: adverse weather (Rain).",Check Handling,26.0
2026-02-19T15:58:46.427880,5468,5.0,"Timeliness: Excellent, Packaging: Excellent",No Action,7.03,Clear,High,ok\Food-Packaging-Mockup.jpg,Score: 5.0/5.0. Context: high restaurant load.,Standard Protocol,-3.0
2026-02-19T15:58:51.624323,5469,5.0,"Timeliness: Excellent, Packaging: Excellent",No Action,1.08,Clear,Low,ok\Free-Craft-Paper-Delivery-Bag-Mockup1.jpg,Score: 5.0/5.0. ,Standard Protocol,0.0
2026-02-19T15:58:56.722768,5470,5.0,"Timeliness: Excellent, Packaging: Excellent",No Action,17.25,Clear,Low,ok\images (9).jpg,Score: 5.0/5.0. ,Standard Protocol,-14.0
2026-02-19T15:59:01.858768,5471,2.2,"Timeliness: Very Poor, Packaging: Excellent",CRITICAL: Refund Issued,10.63,Rain,Low,ok\pngtree-brown-paper-bag-for-food-delivery-or-takeaway-png-image_15993170.png,Score: 2.2/5.0. Impacted by significant delay. Context: adverse weather (Rain).,Review Route / Adjust ETA,31.0
2026-02-19T15:59:07.095671,5472,1.7,"Timeliness: Poor, Packaging: Damaged",CRITICAL: Refund Issued,16.12,Clear,Low,damaged\1f04sp4jzcs91.jpg,"Score: 1.7/5.0. Impacted by packaging damage, significant delay. ",Check Handling,25.0
2026-02-19T15:59:12.191996,5473,3.1,"Timeliness: Good, Packaging: Damaged",Flagged for Review,6.0,Clear,High,ok\images (11).jpg,Score: 3.1/5.0. Impacted by packaging damage. Context: high restaurant load.,Check Handling,4.0
2026-02-19T15:59:17.296171,5474,5.0,"Timeliness: Excellent, Packaging: Excellent",No Action,17.6,Clear,Medium,ok\1000_F_118815546_5sxdEsU47nKxFkpgf6g7BaICbnAKjV3f.jpg,Score: 5.0/5.0. ,Standard Protocol,-8.0
2026-02-19T15:59:22.401558,5475,5.0,"Timeliness: Excellent, Packaging: Excellent",No Action,5.63,Clear,Medium,ok\paper-food-delivery-bags.jpg,Score: 5.0/5.0. ,Standard Protocol,-6.0
2026-02-19T15:59:27.531815,5476,2.9,"Timeliness: Poor, Packaging: Excellent",Flagged for Review,9.77,Fog,High,ok\images (17).jpg,"Score: 2.9/5.0. Impacted by significant delay. Context: adverse weather (Fog), high restaurant load.",Review Route / Adjust ETA,21.0
2026-02-19T15:59:32.624369,5477,4.3,"Timeliness: Good, Packaging: Excellent",No Action,15.71,Clear,High,ok\images.jpg,Score: 4.3/5.0. Context: high restaurant load.,Standard Protocol,5.0
2026-02-19T15:59:37.722203,5478,1.0,"Timeliness: Very Poor, Packaging: Damaged",CRITICAL: Refund Issued,3.13,Clear,Low,damaged\images (11).jpg,"Score: 1.0/5.0. Impacted by packaging damage, significant delay. ",Check Handling,31.0
2026-02-19T15:59:42.816712,5479,5.0,"Timeliness: Excellent, Packaging: Excellent",No Action,5.5600000000000005,Fog,Low,ok\istockphoto-1201187100-612x612.jpg,Score: 5.0/5.0. Context: adverse weather (Fog).,Standard Protocol,-2.0
2026-02-19T15:59:47.904770,5480,5.0,"Timeliness: Excellent, Packaging: Excellent",No Action,2.84,Clear,High,ok\images (3).jpg,Score: 5.0/5.0. Context: high restaurant load.,Standard Protocol,-12.0
2026-02-19T15:59:52.997863,5481,4.3,"Timeliness: Good, Packaging: Excellent",No Action,17.16,Clear,Medium,ok\paper-food-delivery-bags.jpg,Score: 4.3/5.0. ,Standard Protocol,5.0
2026-02-19T15:59:58.092075,5482,4.3,"Timeliness: Good, Packaging: Excellent",No Action,9.96,Clear,Medium,ok\360_F_41304196_r9YMTXoODnojG65kUM8IE8pFXr8kbP1J.jpg,Score: 4.3/5.0. ,Standard Protocol,2.0
2026-02-19T16:00:03.194600,5483,2.9,"Timeliness: Poor, Packaging: Excellent",Flagged for Review,2.83,Rain,Low,ok\istockphoto-1051095170-612x612.jpg,Score: 2.9/5.0. Impacted by significant delay. Context: adverse weather (Rain).,Review Route / Adjust ETA,17.0
2026-02-19T16:00:08.297900,5484,3.6,"Timeliness: Average, Packaging: Excellent",Flagged for Review,1.07,Rain,Low,ok\1000_F_118815546_5sxdEsU47nKxFkpgf6g7BaICbnAKjV3f.jpg,Score: 3.6/5.0. Context: adverse weather (Rain).,Standard Protocol,6.0
2026-02-19T16:00:13.395078,5485,5.0,"Timeliness: Excellent, Packaging: Excellent",No Action,12.56,Clear,High,ok\pngtree-brown-paper-bag-for-food-delivery-or-takeaway-png-image_15993170.png,Score: 5.0/5.0. Context: high restaurant load.,Standard Protocol,-15.0
2026-02-19T16:00:18.733093,5486,5.0,"Timeliness: Excellent, Packaging: Excellent",No Action,7.55,Rain,Medium,ok\images (17).jpg,Score: 5.0/5.0. Context: adverse weather (Rain).,Standard Protocol,-8.0
2026-02-19T16:00:23.876629,5487,5.0,"Timeliness: Excellent, Packaging: Excellent",No Action,4.49,Clear,Low,ok\a-person-showing-an-open-pizza-box-isolated-over-white-back-ground-JBBFEH.jpg,Score: 5.0/5.0. ,Standard Protocol,-7.0
2026-02-19T16:00:28.995201,5488,5.0,"Timeliness: Excellent, Packaging: Excellent",No Action,2.07,Rain,Medium,ok\pizza-in-delivery-box-cut-out-on-white-background-ACDCRM.jpg,Score: 5.0/5.0. Context: adverse weather (Rain).,Standard Protocol,-10.0
